date,Open,High,Low,Close,Volume,OpenInt
1988-03-31,0.1821627272727273,0.186745,0.17799727272727275,0.1829886363636364,42000001.18181818,0.0
1988-04-30,0.17969500000000005,0.18335500000000005,0.17604650000000005,0.18016000000000004,24110458.85,0.0
1988-05-31,0.18602380952380954,0.19125428571428577,0.18121380952380953,0.18514428571428573,24270219.523809522,0.0
1988-06-30,0.20971681818181817,0.2147490909090909,0.20762681818181813,0.21138772727272723,41390405.04545455,0.0
1988-07-31,0.22660299999999997,0.23120749999999995,0.2197025,0.22567150000000002,40444771.7,0.0
1988-08-31,0.2122147826086956,0.21740695652173908,0.2074239130434782,0.2114243478260869,27223695.086956523,0.0
1988-09-30,0.21841857142857138,0.22281476190476185,0.2122785714285714,0.21841047619047618,25394734.76190476,0.0
1988-10-31,0.20441047619047617,0.2078933333333333,0.1961038095238095,0.20134999999999995,67570336.04761904,0.0
1988-11-30,0.18819666666666665,0.1916904761904762,0.18250428571428579,0.1864361904761905,37255428.952380955,0.0
1988-12-31,0.21270095238095235,0.21623714285714282,0.20832380952380947,0.21182476190476185,57659919.0,0.0
1989-01-31,0.24296190476190477,0.24777285714285707,0.23813809523809523,0.24426333333333328,65257109.0952381,0.0
1989-02-28,0.26464947368421043,0.2714436842105262,0.25979947368421047,0.26561999999999997,45696887.684210524,0.0
1989-03-31,0.2686968181818181,0.2737204545454545,0.26367636363636354,0.2703795454545454,56355531.81818182,0.0
1989-04-30,0.29969199999999996,0.30568249999999997,0.29413649999999997,0.3015165,53365950.6,0.0
1989-05-31,0.32551590909090905,0.33052999999999993,0.31795818181818175,0.3255145454545454,43663772.18181818,0.0
1989-06-30,0.3555236363636364,0.3618118181818181,0.3472027272727272,0.35552954545454546,42981281.54545455,0.0
1989-07-31,0.36540399999999995,0.37138199999999993,0.3594049999999999,0.3658495,35567386.9,0.0
1989-08-31,0.399214347826087,0.40564434782608705,0.3936221739130435,0.400425652173913,41202943.52173913,0.0
1989-09-30,0.4610570000000001,0.47302150000000004,0.4577875000000001,0.4661125000000001,43702822.3,0.0
1989-10-31,0.5565463636363638,0.569559090909091,0.5436300000000001,0.5578345454545456,45288491.45454545,0.0
1989-11-30,0.5341000000000002,0.5445857142857145,0.5209209523809525,0.5345219047619049,26349313.61904762,0.0
1989-12-31,0.5230470000000003,0.5309005000000001,0.5125145000000002,0.5198495000000001,37532572.35,0.0
1990-01-31,0.4667468181818182,0.4788418181818182,0.4496000000000002,0.4654681818181819,69845332.0,0.0
1990-02-28,0.49926473684210526,0.509478947368421,0.48717000000000005,0.501728947368421,46199142.526315786,0.0
1990-03-31,0.5444340909090909,0.5595163636363638,0.5323622727272729,0.5482468181818182,116901932.77272727,0.0
1990-04-30,0.38284299999999993,0.3892595,0.36993950000000003,0.37918699999999994,77176158.65,0.0
1990-05-31,0.4132522727272728,0.42325363636363633,0.4048699999999999,0.41531454545454544,80058658.5909091,0.0
1990-06-30,0.4902938095238095,0.5025633333333334,0.48195952380952384,0.49424904761904775,64994021.23809524,0.0
1990-07-31,0.4376928571428571,0.44555857142857136,0.4263404761904762,0.4355385714285715,75650898.8095238,0.0
1990-08-31,0.329715652173913,0.3388865217391304,0.3137691304347826,0.32652,62490946.0,0.0
1990-09-30,0.17902473684210526,0.18674842105263162,0.17033157894736842,0.17755578947368422,116836740.5263158,0.0
1990-10-31,0.1386739130434783,0.14388956521739132,0.1306430434782609,0.13625043478260873,44336771.347826086,0.0
1990-11-30,0.1396204761904762,0.1462109523809524,0.13520761904761908,0.14225380952380956,53753488.71428572,0.0
1990-12-31,0.17879150000000005,0.18291000000000004,0.17329100000000003,0.17787650000000005,48918567.95,0.0
1991-01-31,0.15586636363636364,0.16547409090909093,0.1504190909090909,0.15794999999999998,105797643.81818181,0.0
